price,host_response_rate,host_listings_count,neighbourhood,property_type,room_type,bathrooms,accommodates,guests_included,minimum_nights,number_of_reviews,reviews_per_month,review_scores_rating,availability_30
283,57%,2,Copacabana,Apartment,Entire home/apt,1,4,1,2,5,0.11,96,30
184,100%,2,Ipanema,Apartment,Entire home/apt,1,2,1,2,7,0.15,90,23
266,57%,2,Copacabana,Apartment,Entire home/apt,1,4,1,2,5,0.11,88,30
401,82%,16,Copacabana,Apartment,Entire home/apt,2.5,5,4,2,19,0.48,100,16
301,N/A,1,Ipanema,Apartment,Entire home/apt,2,4,1,3,19,0.41,91,29
150,100%,3,Copacabana,Apartment,Entire home/apt,1,4,2,2,7,0.17,97,9
120,100%,2,Copacabana,Apartment,Private room,2,2,1,2,41,0.89,96,30
219,50%,1,Ipanema,Apartment,Entire home/apt,1,4,4,3,13,0.28,96,20
611,100%,25,Ipanema,Apartment,Entire home/apt,2.5,8,1,3,6,0.2,87,30
150,88%,1,Copacabana,Apartment,Entire home/apt,2,3,3,5,12,0.26,98,19
120,100%,2,Copacabana,Apartment,Private room,2,2,1,1,27,0.58,96,30
379,85%,50,Copacabana,Apartment,Entire home/apt,1,2,1,3,31,0.91,92,29
263,80%,1,Ipanema,Apartment,Entire home/apt,1,4,1,2,47,1.01,98,16
150,100%,5,Copacabana,Apartment,Entire home/apt,1,3,1,4,65,1.4,88,27
449,92%,32,Ipanema,Apartment,Entire home/apt,2.5,6,4,2,21,0.45,98,29
188,0%,1,Copacabana,Apartment,Entire home/apt,1,3,3,3,7,0.25,96,27
601,100%,2,Copacabana,Apartment,Entire home/apt,2,7,1,3,14,0.3,93,29
239,N/A,1,Copacabana,Apartment,Entire home/apt,2,4,4,365,67,1.62,97,0
820,100%,2,Copacabana,Apartment,Entire home/apt,3,3,1,3,7,0.18,97,28
301,N/A,1,Copacabana,Apartment,Entire home/apt,2,6,1,5,6,0.13,93,30
219,100%,6,Copacabana,Apartment,Entire home/apt,1,4,2,3,9,0.24,98,0
499,100%,3,Barra da Tijuca,Apartment,Entire home/apt,1,4,3,1,5,0.11,95,28
198,N/A,1,Ipanema,Apartment,Entire home/apt,1.5,4,3,3,27,0.59,82,0
249,90%,3,Copacabana,Apartment,Entire home/apt,2.5,4,3,3,54,1.18,92,28
150,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,3,51,2.52,96,9
116,70%,3,Copacabana,Apartment,Entire home/apt,1,4,2,5,7,0.33,97,8
301,N/A,1,Barra da Tijuca,Apartment,Private room,1,2,1,1,5,0.15,100,30
201,N/A,1,Copacabana,Apartment,Entire home/apt,1,2,1,7,7,0.15,97,0
260,0%,1,Ipanema,Apartment,Entire home/apt,3,5,1,3,9,0.34,96,27
184,100%,2,Copacabana,Apartment,Entire home/apt,1,5,2,2,5,0.13,96,1
581,N/A,1,Copacabana,Apartment,Entire home/apt,3,8,1,2,7,0.15,89,30
359,100%,2,Copacabana,Apartment,Entire home/apt,1,2,1,3,13,0.28,80,30
500,N/A,1,Copacabana,Apartment,Entire home/apt,1,6,1,1,5,0.11,100,0
401,92%,32,Ipanema,Apartment,Entire home/apt,1,4,2,2,17,0.37,91,12
89,100%,1,Copacabana,Apartment,Private room,1,3,2,1,21,0.55,96,4
134,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,1,22,0.47,77,15
651,100%,1,Ipanema,Apartment,Entire home/apt,2,2,1,1,6,0.13,100,30
290,100%,19,Copacabana,Apartment,Entire home/apt,1.5,6,6,2,53,1.2,95,20
102,100%,3,Copacabana,Apartment,Private room,2,2,1,3,5,0.11,100,0
601,40%,5,Barra da Tijuca,Apartment,Entire home/apt,3,6,6,1,14,0.3,91,30
219,60%,2,Ipanema,Apartment,Entire home/apt,1,4,1,1,5,0.11,90,30
181,100%,1,Copacabana,Apartment,Entire home/apt,1.5,4,1,2,83,1.82,97,24
150,85%,4,Copacabana,Apartment,Entire home/apt,1,4,3,3,55,1.18,92,10
359,100%,3,Ipanema,Apartment,Entire home/apt,2,9,3,1,28,0.63,97,30
499,100%,1,Ipanema,Apartment,Entire home/apt,3,7,1,2,50,1.08,93,8
256,100%,2,Ipanema,Apartment,Entire home/apt,1.5,6,6,2,88,1.91,97,16
181,100%,11,Copacabana,Apartment,Entire home/apt,1,3,1,3,8,0.19,100,30
550,N/A,1,Ipanema,Apartment,Entire home/apt,3,5,1,1,9,0.19,87,0
601,100%,1,Barra da Tijuca,Apartment,Entire home/apt,3,8,1,1,11,0.33,91,29
499,100%,3,Copacabana,Apartment,Entire home/apt,2,4,1,2,5,0.11,90,30
349,N/A,1,Ipanema,Apartment,Entire home/apt,2,5,1,3,11,0.37,96,27
249,100%,10,Ipanema,Apartment,Entire home/apt,2,6,1,3,9,0.21,84,3
133,100%,2,Copacabana,Apartment,Entire home/apt,1,4,1,2,24,0.52,80,29
321,100%,1,Ipanema,Apartment,Entire home/apt,2,4,2,2,10,0.33,96,29
250,N/A,1,Copacabana,Apartment,Entire home/apt,3,4,4,2,25,0.54,94,27
801,N/A,2,Copacabana,Apartment,Entire home/apt,2,7,1,3,7,0.15,91,0
400,N/A,1,Copacabana,Apartment,Entire home/apt,1,3,1,5,6,0.13,92,30
264,100%,4,Barra da Tijuca,Apartment,Entire home/apt,1,5,4,2,41,0.91,94,28
349,100%,1,Ipanema,Apartment,Private room,1,2,1,2,11,0.26,100,8
301,N/A,1,Copacabana,Apartment,Entire home/apt,2,5,4,14,6,0.13,93,1
277,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,5,23,0.49,91,19
444,N/A,1,Copacabana,Apartment,Entire home/apt,2,9,7,3,20,0.48,90,29
181,0%,4,Copacabana,Apartment,Entire home/apt,1,6,1,3,16,0.43,83,30
99,100%,3,Copacabana,Apartment,Private room,2,2,2,7,20,0.44,97,0
348,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,6,1,2,6,0.22,100,29
89,75%,4,Copacabana,House,Entire home/apt,1,3,2,1,10,0.22,78,30
113,93%,28,Copacabana,Apartment,Entire home/apt,1,4,3,4,8,0.21,73,30
178,100%,2,Copacabana,Apartment,Entire home/apt,1,4,2,2,108,2.32,94,24
249,86%,1,Ipanema,Serviced apartment,Entire home/apt,2,6,4,5,6,0.13,100,22
191,100%,14,Copacabana,Apartment,Entire home/apt,1,4,1,2,27,0.8,91,10
400,100%,1,Barra da Tijuca,Apartment,Entire home/apt,3,6,4,2,22,0.56,91,28
126,100%,1,Copacabana,Apartment,Entire home/apt,1,4,3,2,38,0.82,92,12
130,N/A,2,Copacabana,Apartment,Entire home/apt,1,2,1,1,8,0.4,95,20
199,95%,6,Ipanema,Apartment,Entire home/apt,1,4,2,3,83,1.78,88,11
850,100%,17,Copacabana,Apartment,Entire home/apt,5,8,5,3,56,1.42,96,23
195,100%,7,Copacabana,Apartment,Entire home/apt,1,2,1,2,5,0.11,96,0
229,100%,1,Ipanema,Apartment,Entire home/apt,1,2,1,2,65,1.69,99,1
164,63%,6,Copacabana,Apartment,Entire home/apt,1,3,1,2,6,0.16,88,28
499,100%,1,Ipanema,Apartment,Entire home/apt,2,4,1,2,42,0.92,98,0
632,86%,5,Copacabana,Apartment,Entire home/apt,4,6,1,3,5,0.11,87,30
181,90%,5,Copacabana,Apartment,Entire home/apt,1,6,2,1,6,0.13,70,30
500,100%,2,Ipanema,Apartment,Entire home/apt,1,2,1,2,6,0.13,97,0
389,0%,1,Copacabana,Apartment,Entire home/apt,2,6,1,2,10,0.23,96,30
171,100%,1,Copacabana,Apartment,Entire home/apt,1,2,2,2,11,0.24,92,0
611,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2.5,6,6,3,14,0.32,100,0
188,100%,1,Copacabana,Apartment,Entire home/apt,1,4,3,2,17,0.37,83,23
294,N/A,2,Copacabana,Apartment,Entire home/apt,1,2,1,3,8,0.18,85,30
161,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,2,7,2,3,15,0.43,100,0
250,100%,1,Copacabana,Apartment,Entire home/apt,1.5,7,7,2,11,0.54,100,18
499,100%,1,Copacabana,Apartment,Entire home/apt,2.5,6,1,1,36,0.78,97,30
475,100%,1,Ipanema,Apartment,Entire home/apt,1.5,4,4,2,156,3.31,97,15
301,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,2,2,13,0.28,97,10
393,100%,2,Copacabana,Apartment,Entire home/apt,2,5,3,2,13,0.28,95,30
495,100%,1,Ipanema,Apartment,Entire home/apt,2.5,6,4,2,24,0.52,90,30
191,100%,1,Copacabana,Apartment,Entire home/apt,2,5,1,2,101,2.21,99,22
260,80%,13,Copacabana,Apartment,Entire home/apt,1,5,2,3,5,0.13,92,30
461,100%,1,Barra da Tijuca,Serviced apartment,Entire home/apt,1,4,1,2,11,0.28,96,29
143,100%,7,Copacabana,Apartment,Entire home/apt,1,5,2,3,34,1.15,97,4
229,100%,7,Copacabana,Apartment,Entire home/apt,1,4,2,4,6,0.17,97,19
178,100%,7,Copacabana,Apartment,Entire home/apt,1,3,2,3,7,0.24,100,15
164,100%,7,Copacabana,Apartment,Entire home/apt,1,3,2,5,8,0.35,93,20
468,100%,1,Barra da Tijuca,Serviced apartment,Entire home/apt,2,5,1,1,14,0.35,94,29
318,N/A,1,Copacabana,Apartment,Entire home/apt,1,2,1,2,5,0.13,100,28
401,100%,2,Copacabana,Apartment,Entire home/apt,2,4,4,3,12,0.34,83,0
171,100%,1,Copacabana,Apartment,Entire home/apt,3,7,4,2,33,0.81,97,22
699,N/A,3,Barra da Tijuca,Apartment,Entire home/apt,4,6,6,2,5,0.11,96,0
922,100%,2,Copacabana,Apartment,Entire home/apt,3,6,1,3,6,0.13,84,17
249,88%,10,Copacabana,Apartment,Entire home/apt,1,4,1,3,6,0.13,90,30
249,N/A,1,Copacabana,Apartment,Entire home/apt,2,8,1,2,9,0.19,100,22
99,N/A,4,Ipanema,Apartment,Private room,1,3,1,2,12,0.26,87,0
666,100%,1,Copacabana,Apartment,Entire home/apt,3,8,6,3,72,1.58,95,8
151,100%,1,Copacabana,Apartment,Entire home/apt,1,3,1,3,23,0.59,84,29
199,100%,1,Copacabana,Apartment,Entire home/apt,1,5,1,2,27,0.68,96,19
270,93%,3,Copacabana,Apartment,Entire home/apt,2,5,4,3,13,0.39,95,29
348,93%,3,Copacabana,Apartment,Entire home/apt,2.5,6,6,3,104,2.46,94,16
444,N/A,1,Ipanema,Apartment,Entire home/apt,2,4,1,3,15,0.33,96,30
150,91%,4,Copacabana,Apartment,Entire home/apt,1,4,2,7,30,0.75,87,30
140,100%,2,Barra da Tijuca,Apartment,Private room,1,2,1,3,6,0.19,97,30
486,0%,11,Ipanema,Apartment,Entire home/apt,2,5,1,4,13,0.3,98,30
298,N/A,1,Copacabana,Apartment,Entire home/apt,1,4,2,5,5,0.11,92,0
516,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,4,8,0.18,95,28
113,100%,1,Copacabana,Apartment,Entire home/apt,1,8,3,1,119,2.55,96,11
178,100%,4,Copacabana,Apartment,Entire home/apt,1,4,2,2,11,0.24,98,0
140,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,3,46,1.2,88,20
500,100%,2,Copacabana,Apartment,Entire home/apt,1,4,1,3,6,0.23,87,0
116,70%,3,Copacabana,Apartment,Entire home/apt,1,4,2,5,5,0.11,100,0
499,100%,9,Ipanema,Apartment,Entire home/apt,2,8,4,5,73,2,98,17
55,100%,1,Copacabana,Apartment,Private room,1,2,1,2,41,2.54,98,12
75,89%,1,Ipanema,Apartment,Private room,2.5,1,1,2,14,0.3,86,14
290,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,2,6,1,3,6,0.13,90,30
126,75%,2,Copacabana,Apartment,Private room,1,2,1,1,16,0.35,89,30
110,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,2,1,2,16,0.57,98,0
325,100%,2,Ipanema,Apartment,Entire home/apt,1.5,3,2,5,10,0.26,93,29
120,57%,1,Copacabana,Apartment,Entire home/apt,1,3,1,5,5,0.11,85,30
202,100%,3,Ipanema,Apartment,Entire home/apt,1,4,4,4,34,0.78,94,17
219,90%,2,Copacabana,Apartment,Entire home/apt,1,6,1,5,41,0.89,92,0
546,100%,1,Ipanema,Serviced apartment,Entire home/apt,1.5,4,1,2,31,0.79,96,22
239,80%,2,Copacabana,Apartment,Entire home/apt,2,6,1,1,50,1.08,93,30
273,50%,1,Copacabana,Apartment,Entire home/apt,3,5,1,4,26,0.56,92,30
181,100%,1,Ipanema,Apartment,Entire home/apt,1,4,3,2,122,2.62,100,18
89,100%,1,Copacabana,Apartment,Private room,1,2,1,4,10,0.21,89,30
290,100%,3,Copacabana,Serviced apartment,Entire home/apt,1,4,1,2,10,0.37,98,27
249,57%,1,Ipanema,Apartment,Entire home/apt,1.5,4,4,2,80,1.72,98,6
201,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,5,9,0.19,95,29
116,100%,3,Copacabana,Apartment,Private room,1,2,2,2,41,2,98,29
198,95%,6,Ipanema,Apartment,Entire home/apt,1,4,2,4,89,1.91,93,23
110,N/A,1,Copacabana,Apartment,Private room,1,1,1,2,14,0.3,91,0
150,100%,2,Copacabana,Apartment,Entire home/apt,1.5,4,4,3,60,1.29,93,27
188,100%,2,Copacabana,Apartment,Private room,1,3,2,1,204,4.39,96,11
181,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,2,51,1.68,95,23
301,100%,9,Barra da Tijuca,House,Entire home/apt,4,8,4,3,34,0.75,99,28
143,100%,2,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,3,61,1.92,91,25
499,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,6,4,2,13,0.31,98,28
270,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,2,21,0.96,95,23
324,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,4,4,3,24,0.53,98,30
99,100%,1,Copacabana,Apartment,Private room,1,2,1,7,6,0.15,93,0
151,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,2,4,1,3,23,0.5,97,0
342,N/A,2,Barra da Tijuca,Apartment,Entire home/apt,1,6,1,2,9,0.23,80,29
161,N/A,1,Copacabana,Apartment,Entire home/apt,1,2,1,3,101,2.21,92,0
116,100%,1,Copacabana,Apartment,Entire home/apt,1,2,2,3,12,0.72,93,15
280,100%,7,Copacabana,Apartment,Entire home/apt,1,5,1,2,11,0.24,76,29
178,100%,3,Barra da Tijuca,Apartment,Entire home/apt,1,4,2,3,96,2.12,89,28
79,100%,5,Ipanema,Apartment,Private room,1.5,2,1,4,9,0.5,100,28
201,100%,1,Copacabana,Apartment,Private room,1,2,1,2,7,0.15,100,15
208,67%,1,Copacabana,Apartment,Entire home/apt,1.5,6,1,1,5,0.18,84,29
201,93%,14,Copacabana,Apartment,Entire home/apt,2,4,2,2,6,0.13,87,30
150,N/A,1,Ipanema,Apartment,Private room,1.5,2,1,2,5,0.25,96,30
191,94%,14,Copacabana,Apartment,Entire home/apt,1,2,2,3,30,0.66,95,29
174,100%,2,Copacabana,Apartment,Entire home/apt,1,4,2,14,13,0.28,100,28
65,80%,5,Copacabana,Apartment,Private room,1,2,1,2,57,2.18,96,27
175,N/A,2,Copacabana,Apartment,Entire home/apt,1,4,2,3,10,0.22,91,0
134,N/A,2,Copacabana,Apartment,Entire home/apt,1,2,2,3,14,0.3,86,0
201,100%,2,Copacabana,Apartment,Entire home/apt,1,2,1,3,65,1.4,95,11
321,100%,1,Ipanema,Serviced apartment,Entire home/apt,1,4,4,2,6,0.23,88,30
99,100%,3,Copacabana,Apartment,Entire home/apt,1,2,2,5,82,1.79,82,10
133,100%,2,Ipanema,Apartment,Entire home/apt,1,4,3,1,84,1.89,97,14
120,N/A,1,Copacabana,Apartment,Entire home/apt,1,5,2,2,5,0.24,100,30
201,100%,4,Copacabana,Apartment,Private room,2,2,1,1,9,0.19,84,29
301,82%,16,Copacabana,Apartment,Entire home/apt,1.5,7,4,2,10,0.22,98,29
147,96%,3,Barra da Tijuca,Apartment,Entire home/apt,1,6,6,1,48,1.49,95,30
137,100%,1,Copacabana,Apartment,Private room,1,4,2,2,12,0.26,100,21
150,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,5,6,0.14,90,30
273,90%,4,Barra da Tijuca,Apartment,Entire home/apt,1,4,4,4,8,0.22,94,29
400,100%,3,Ipanema,Apartment,Entire home/apt,2,4,4,3,50,1.09,96,30
164,100%,4,Copacabana,Apartment,Entire home/apt,1,2,2,3,6,0.13,92,28
201,75%,2,Barra da Tijuca,Apartment,Entire home/apt,2,6,1,2,13,0.29,80,30
349,100%,3,Copacabana,Apartment,Entire home/apt,2,6,1,3,6,0.15,88,29
198,N/A,1,Copacabana,Apartment,Entire home/apt,1,4,1,5,42,0.92,88,0
236,100%,4,Copacabana,Apartment,Private room,2,2,1,1,13,0.28,94,29
280,100%,1,Copacabana,Apartment,Entire home/apt,1,2,2,3,102,2.64,99,11
134,100%,2,Copacabana,Apartment,Entire home/apt,1,3,2,3,49,1.07,97,0
120,84%,4,Copacabana,Apartment,Private room,1,3,2,1,25,0.54,96,30
298,100%,7,Copacabana,Apartment,Entire home/apt,1,4,1,4,9,0.35,91,0
270,100%,4,Copacabana,Apartment,Entire home/apt,1,2,2,3,5,0.23,92,29
301,100%,7,Copacabana,Apartment,Entire home/apt,1,3,2,5,17,0.54,85,30
99,80%,1,Copacabana,Apartment,Private room,1,2,2,3,25,0.54,93,21
902,N/A,1,Copacabana,Apartment,Entire home/apt,1,2,1,2,12,0.26,88,0
451,100%,2,Ipanema,Apartment,Entire home/apt,1,4,2,2,109,2.57,98,10
249,100%,4,Barra da Tijuca,Apartment,Entire home/apt,3,6,4,2,5,0.11,100,19
348,100%,3,Ipanema,Apartment,Entire home/apt,2,4,2,3,29,0.73,98,6
110,80%,3,Copacabana,Apartment,Entire home/apt,1,2,1,5,5,0.16,96,28
150,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,3,24,0.76,97,30
348,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,2,5,4,1,7,0.17,94,30
420,100%,2,Barra da Tijuca,Apartment,Entire home/apt,2,4,1,3,15,0.42,93,0
167,100%,2,Copacabana,Apartment,Entire home/apt,1,3,3,3,33,0.83,93,8
297,100%,1,Ipanema,Apartment,Entire home/apt,2,6,6,4,106,2.32,89,21
369,100%,1,Ipanema,Apartment,Entire home/apt,2,4,2,3,24,1.08,95,11
164,100%,1,Copacabana,Apartment,Entire home/apt,1,2,2,2,35,1.02,88,29
85,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,4,38,1,88,13
229,90%,1,Copacabana,Apartment,Entire home/apt,1,6,4,3,26,0.57,95,21
249,100%,2,Copacabana,Apartment,Entire home/apt,1,7,2,3,7,0.27,94,30
277,100%,2,Copacabana,Apartment,Entire home/apt,1,9,2,3,15,0.49,94,19
130,100%,17,Copacabana,Apartment,Entire home/apt,1,2,1,3,50,1.26,88,30
401,100%,4,Ipanema,Apartment,Entire home/apt,2,4,3,6,14,0.35,97,30
225,100%,2,Copacabana,Apartment,Entire home/apt,2,5,1,3,41,1.05,88,12
140,100%,2,Copacabana,Apartment,Entire home/apt,1,3,1,3,20,0.44,85,11
348,75%,2,Copacabana,Apartment,Entire home/apt,3,6,1,5,12,0.38,90,29
120,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,1,135,3,92,0
318,N/A,1,Ipanema,Apartment,Entire home/apt,1,3,1,5,8,0.18,90,30
201,40%,1,Barra da Tijuca,Apartment,Private room,2,2,1,1,8,0.21,98,30
751,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2.5,6,1,6,20,0.54,100,28
273,60%,2,Copacabana,Apartment,Entire home/apt,2,5,1,2,38,0.96,89,30
249,25%,2,Copacabana,Apartment,Entire home/apt,2,5,5,3,37,0.82,91,24
649,100%,8,Copacabana,Apartment,Entire home/apt,3,9,2,2,5,0.12,88,27
79,100%,1,Copacabana,Apartment,Private room,1,2,1,1,145,3.2,95,20
99,100%,1,Copacabana,Apartment,Private room,2,4,1,1,10,0.23,90,19
181,100%,7,Copacabana,Apartment,Entire home/apt,1,2,2,5,77,1.9,99,13
348,100%,1,Ipanema,Apartment,Entire home/apt,2.5,5,1,2,20,0.63,94,28
161,100%,7,Copacabana,Apartment,Entire home/apt,1,2,1,5,62,1.53,98,18
154,100%,7,Copacabana,Apartment,Entire home/apt,1,4,2,5,52,1.27,97,9
348,100%,2,Ipanema,Apartment,Entire home/apt,3,4,1,3,79,1.82,97,16
137,N/A,2,Copacabana,Apartment,Entire home/apt,1,4,2,4,35,0.86,94,0
301,100%,1,Copacabana,Apartment,Entire home/apt,2,5,2,2,26,0.65,90,29
423,89%,5,Copacabana,Apartment,Entire home/apt,2,2,2,4,9,0.23,98,0
215,N/A,1,Copacabana,Apartment,Entire home/apt,1,3,2,3,6,0.15,97,30
249,100%,1,Copacabana,Apartment,Entire home/apt,1,5,1,3,16,0.41,95,30
106,50%,1,Copacabana,Apartment,Private room,1,2,1,2,49,1.18,98,30
301,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,4,2,2,9,0.21,93,0
58,100%,1,Barra da Tijuca,Apartment,Private room,1,5,5,1,5,0.14,95,30
106,100%,3,Copacabana,Apartment,Entire home/apt,1,4,2,4,60,1.35,83,8
208,80%,5,Ipanema,Apartment,Entire home/apt,1,3,2,4,40,0.95,97,30
301,100%,1,Copacabana,Apartment,Entire home/apt,2,5,1,3,10,0.79,96,29
502,90%,51,Copacabana,Apartment,Entire home/apt,2.5,8,1,3,20,0.49,89,0
181,100%,25,Ipanema,Apartment,Entire home/apt,1,3,1,3,6,0.14,90,30
158,80%,1,Copacabana,Apartment,Entire home/apt,1,4,1,2,19,0.59,91,30
219,70%,1,Barra da Tijuca,Apartment,Entire home/apt,1,3,1,3,40,0.94,95,25
499,100%,50,Copacabana,Apartment,Entire home/apt,2,13,1,1,5,0.13,80,30
120,100%,5,Copacabana,Apartment,Private room,1,2,1,1,15,0.39,91,30
99,100%,5,Copacabana,Apartment,Private room,1,2,1,1,51,1.2,87,30
249,80%,3,Copacabana,Apartment,Entire home/apt,1,4,1,2,6,0.19,100,29
301,100%,2,Ipanema,Apartment,Entire home/apt,2,8,4,1,23,0.56,93,30
102,0%,1,Barra da Tijuca,Apartment,Entire home/apt,2.5,4,2,6,5,0.12,80,0
249,100%,7,Ipanema,Serviced apartment,Entire home/apt,1,4,2,1,72,1.66,94,28
348,0%,1,Copacabana,Apartment,Entire home/apt,3,6,4,3,5,0.13,85,27
151,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,1,73,1.7,99,0
201,100%,5,Ipanema,Apartment,Entire home/apt,1,4,2,2,6,0.23,93,0
253,100%,1,Copacabana,Apartment,Entire home/apt,2,5,3,2,95,2.15,97,2
451,N/A,1,Copacabana,Apartment,Entire home/apt,2,5,5,10,5,0.12,100,30
499,N/A,1,Copacabana,Apartment,Entire home/apt,3,4,4,5,5,0.24,100,26
181,92%,32,Ipanema,Apartment,Entire home/apt,1,4,2,2,37,0.89,91,22
130,100%,17,Copacabana,Apartment,Entire home/apt,1,4,2,3,31,0.76,91,29
253,100%,1,Copacabana,Apartment,Entire home/apt,1,4,4,2,37,0.97,96,21
649,0%,2,Ipanema,Apartment,Entire home/apt,1.5,5,4,3,5,0.13,95,29
294,100%,3,Copacabana,Apartment,Entire home/apt,1,4,6,1,9,0.23,91,0
120,100%,17,Copacabana,Apartment,Entire home/apt,1,4,2,3,58,1.43,92,0
184,100%,16,Copacabana,Apartment,Entire home/apt,1,4,2,5,17,0.42,91,30
150,N/A,1,Barra da Tijuca,Apartment,Private room,1,2,1,2,8,0.24,93,28
184,100%,16,Copacabana,Apartment,Entire home/apt,1,4,2,4,12,0.29,85,30
449,80%,2,Ipanema,Apartment,Entire home/apt,1,3,1,1,5,0.15,100,14
401,78%,4,Copacabana,Apartment,Entire home/apt,2,12,8,2,8,0.24,78,25
260,100%,12,Ipanema,Apartment,Entire home/apt,1,2,1,4,96,2.27,94,8
82,80%,13,Copacabana,Apartment,Private room,2,2,1,1,24,0.58,86,30
150,90%,6,Copacabana,Apartment,Entire home/apt,1,5,1,3,24,0.67,91,30
342,100%,1,Copacabana,Apartment,Entire home/apt,2.5,5,5,2,41,1.05,99,19
82,90%,5,Copacabana,Apartment,Private room,1.5,2,1,2,18,0.43,99,30
239,100%,17,Ipanema,Apartment,Entire home/apt,1,2,1,1,19,0.48,93,30
106,100%,9,Copacabana,Apartment,Entire home/apt,1,2,2,3,110,2.56,96,27
164,N/A,1,Copacabana,Apartment,Entire home/apt,1,2,3,5,8,0.21,93,30
167,100%,6,Copacabana,Apartment,Entire home/apt,2,6,4,2,13,0.33,82,21
79,90%,5,Copacabana,Apartment,Private room,1.5,2,1,1,6,0.14,100,30
150,100%,1,Copacabana,Serviced apartment,Entire home/apt,1,4,2,4,20,0.58,95,0
321,100%,9,Barra da Tijuca,Serviced apartment,Entire home/apt,1,4,3,3,27,0.62,89,30
130,100%,5,Copacabana,Apartment,Entire home/apt,2,4,2,3,73,1.71,98,20
120,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,3,70,1.63,93,13
649,86%,11,Ipanema,Apartment,Entire home/apt,2,5,4,2,39,0.92,95,0
99,N/A,3,Copacabana,Apartment,Private room,1,2,2,2,8,0.19,80,29
109,100%,16,Copacabana,Apartment,Entire home/apt,1,4,4,3,17,0.41,94,0
376,100%,6,Copacabana,Apartment,Entire home/apt,3,6,1,2,61,1.51,95,24
188,100%,1,Copacabana,Apartment,Entire home/apt,1,7,1,1,19,0.46,82,0
171,100%,9,Copacabana,Apartment,Entire home/apt,1,2,2,3,99,2.38,94,17
151,N/A,1,Copacabana,Apartment,Entire home/apt,1,2,2,3,17,0.43,94,28
649,100%,1,Ipanema,Apartment,Entire home/apt,2,4,1,3,9,0.27,100,20
174,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,3,7,0.18,89,24
99,100%,1,Copacabana,Apartment,Entire home/apt,1,5,3,1,132,3.1,95,9
188,100%,1,Ipanema,Apartment,Private room,1,3,1,2,26,0.69,99,30
816,0%,1,Ipanema,Apartment,Entire home/apt,2,6,1,3,6,0.15,90,29
250,100%,3,Copacabana,Apartment,Entire home/apt,1,4,2,2,77,1.86,93,26
92,100%,1,Copacabana,Apartment,Private room,1.5,2,1,2,103,2.46,97,20
34,100%,7,Ipanema,Apartment,Shared room,1,5,1,3,43,1.01,93,28
150,100%,2,Copacabana,Apartment,Entire home/apt,1,4,2,3,33,0.83,93,30
150,100%,2,Copacabana,Apartment,Entire home/apt,1,4,1,3,28,0.81,85,30
126,78%,1,Copacabana,Apartment,Entire home/apt,1.5,6,2,3,33,0.85,94,9
147,100%,2,Copacabana,Apartment,Entire home/apt,1,2,1,4,24,0.64,92,25
188,0%,1,Copacabana,Apartment,Entire home/apt,1,4,1,2,32,0.76,95,30
451,97%,50,Ipanema,Serviced apartment,Entire home/apt,2,4,1,2,45,1.61,97,0
181,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,2,29,0.7,99,0
505,80%,1,Copacabana,Apartment,Entire home/apt,1.5,6,4,4,45,1.25,96,30
89,100%,3,Ipanema,Apartment,Private room,2,2,1,1,10,0.35,96,30
99,100%,1,Copacabana,Apartment,Entire home/apt,1,2,2,5,22,0.59,97,0
99,100%,2,Copacabana,Apartment,Entire home/apt,1,2,1,2,61,1.59,95,30
263,100%,2,Copacabana,Apartment,Entire home/apt,2,4,4,4,33,0.79,86,17
581,100%,1,Copacabana,Apartment,Entire home/apt,3,10,6,2,29,0.76,99,0
147,100%,4,Copacabana,Apartment,Entire home/apt,1,3,3,5,8,0.2,94,30
