price,host_response_rate,host_listings_count,neighbourhood,property_type,room_type,bathrooms,accommodates,guests_included,minimum_nights,number_of_reviews,reviews_per_month,review_scores_rating,availability_30
181,50%,6,Barra da Tijuca,Apartment,Entire home/apt,4,4,4,2,23,0.79,89,29
499,100%,6,Ipanema,Apartment,Entire home/apt,1,4,3,2,31,1.02,91,27
379,100%,3,Ipanema,Apartment,Entire home/apt,2,5,1,2,15,0.54,100,0
201,N/A,1,Copacabana,Apartment,Private room,1,2,1,1,9,0.39,100,0
150,100%,2,Copacabana,Apartment,Private room,2,2,2,1,19,0.63,97,30
106,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,2,42,1.44,99,3
301,100%,1,Ipanema,Apartment,Entire home/apt,2,4,4,2,10,0.4,96,19
250,25%,2,Copacabana,Apartment,Entire home/apt,2,6,5,2,19,0.69,94,29
201,94%,2,Copacabana,Apartment,Entire home/apt,2,4,1,3,71,2.38,94,14
85,100%,2,Copacabana,Apartment,Entire home/apt,1,6,4,1,47,1.69,87,8
120,100%,1,Copacabana,Apartment,Entire home/apt,1.5,5,2,3,52,1.86,94,10
348,100%,8,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,3,5,0.2,92,6
167,100%,2,Copacabana,Apartment,Entire home/apt,1,2,1,4,28,1.19,96,23
184,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,2,8,0.28,98,23
799,100%,8,Copacabana,Apartment,Entire home/apt,3,6,6,2,15,0.5,90,0
181,100%,2,Copacabana,Apartment,Entire home/apt,1.5,4,2,2,63,2.16,99,16
151,91%,2,Copacabana,Apartment,Entire home/apt,1,2,2,2,30,1.1,84,20
239,100%,4,Ipanema,Apartment,Entire home/apt,2,4,4,4,60,2.06,98,11
591,100%,1,Barra da Tijuca,Apartment,Entire home/apt,3,6,1,2,5,0.24,92,28
370,90%,5,Copacabana,Apartment,Entire home/apt,3,10,6,1,101,3.45,94,24
89,100%,1,Copacabana,Apartment,Entire home/apt,1,6,4,2,6,0.22,97,16
181,100%,1,Copacabana,Apartment,Entire home/apt,2,5,5,3,6,0.22,87,1
120,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,1,18,0.6,90,28
550,100%,1,Barra da Tijuca,Apartment,Entire home/apt,3,8,8,2,29,1.03,97,26
150,100%,6,Ipanema,Apartment,Entire home/apt,1,2,1,2,9,0.34,87,25
79,100%,1,Copacabana,Apartment,Private room,2,3,1,1,28,1.01,96,29
249,100%,4,Ipanema,Apartment,Entire home/apt,1,4,1,5,19,0.7,98,0
249,50%,6,Ipanema,Apartment,Entire home/apt,1,2,1,1,63,2.11,91,30
140,100%,1,Copacabana,Apartment,Entire home/apt,1,2,2,1,60,2.22,96,10
400,100%,9,Ipanema,Apartment,Entire home/apt,2,4,1,2,8,0.29,98,30
534,100%,1,Barra da Tijuca,Apartment,Entire home/apt,3,4,4,2,6,0.24,100,28
379,100%,2,Ipanema,Apartment,Entire home/apt,2.5,4,4,1,41,1.37,97,26
143,100%,13,Ipanema,Apartment,Entire home/apt,1,3,2,3,23,0.79,95,21
48,60%,5,Copacabana,Apartment,Private room,1,1,1,5,11,0.38,96,30
191,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,2,4,1,3,9,0.31,91,29
191,90%,3,Copacabana,Apartment,Entire home/apt,1.5,2,2,2,59,1.98,96,28
99,100%,3,Copacabana,Apartment,Private room,1,1,1,2,14,0.52,90,29
181,100%,3,Copacabana,Apartment,Private room,1,4,2,2,74,2.7,96,26
249,100%,1,Copacabana,Apartment,Entire home/apt,2,7,6,3,60,2.16,99,0
184,100%,1,Copacabana,Apartment,Entire home/apt,1,6,6,3,12,3.64,98,10
181,100%,1,Copacabana,Serviced apartment,Entire home/apt,1,3,2,2,18,0.74,93,29
499,100%,5,Barra da Tijuca,Apartment,Entire home/apt,3,8,1,1,16,0.62,89,29
266,70%,10,Copacabana,Apartment,Entire home/apt,2,7,1,3,6,0.24,92,30
140,100%,3,Copacabana,Apartment,Private room,1,3,2,2,18,0.6,98,29
208,N/A,1,Copacabana,Apartment,Entire home/apt,1.5,3,3,3,40,1.36,99,0
151,90%,2,Copacabana,Apartment,Entire home/apt,1,3,2,3,8,0.29,100,30
79,100%,2,Copacabana,Apartment,Private room,2,4,1,1,6,0.35,97,29
147,100%,4,Barra da Tijuca,Serviced apartment,Private room,1,2,1,5,6,0.22,93,30
215,100%,12,Ipanema,Apartment,Entire home/apt,1,2,1,4,41,1.41,94,26
181,50%,4,Ipanema,House,Private room,2,2,1,2,6,0.22,97,14
529,90%,2,Copacabana,Apartment,Entire home/apt,2,6,4,2,23,0.77,86,0
174,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,24,0.86,96,30
601,100%,1,Barra da Tijuca,Apartment,Entire home/apt,4.5,8,10,3,46,1.65,100,0
301,100%,1,Ipanema,Apartment,Entire home/apt,1.5,4,4,2,64,2.22,91,0
201,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,3,6,0.22,97,30
134,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,3,53,1.86,94,30
229,N/A,2,Copacabana,Apartment,Entire home/apt,1,5,3,3,5,0.18,96,30
290,100%,5,Copacabana,Apartment,Entire home/apt,2,6,6,3,21,0.77,97,13
601,100%,3,Barra da Tijuca,Apartment,Entire home/apt,3.5,7,1,2,21,0.72,98,19
113,100%,3,Ipanema,Apartment,Private room,1,3,2,1,35,1.19,97,21
451,N/A,2,Copacabana,Apartment,Entire home/apt,2,6,6,7,5,0.18,93,23
199,N/A,1,Copacabana,Apartment,Entire home/apt,1,2,2,10,7,0.25,96,0
154,100%,1,Copacabana,Apartment,Entire home/apt,1,4,4,3,28,1.06,95,0
348,N/A,1,Ipanema,Apartment,Entire home/apt,1.5,4,4,3,7,0.25,100,28
140,94%,4,Barra da Tijuca,Serviced apartment,Private room,1,2,1,2,5,0.18,96,18
150,90%,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,60,2.09,98,29
249,57%,3,Copacabana,Apartment,Entire home/apt,2,4,1,3,14,0.51,99,28
130,100%,4,Copacabana,Apartment,Entire home/apt,1,4,2,3,20,0.67,96,11
219,100%,3,Copacabana,Apartment,Entire home/apt,1,2,1,2,12,0.43,98,29
280,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,3,5,12,0.43,100,29
130,N/A,2,Copacabana,Apartment,Private room,1,3,2,1,31,1.12,95,0
181,100%,2,Copacabana,Apartment,Entire home/apt,2,4,2,4,33,1.25,95,22
359,N/A,1,Barra da Tijuca,Apartment,Private room,1,2,1,1,5,0.25,96,30
171,100%,11,Ipanema,Apartment,Entire home/apt,1,2,1,2,16,0.55,90,25
550,100%,2,Ipanema,Apartment,Entire home/apt,3,5,5,5,5,0.18,100,30
164,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,2,29,1.05,96,14
441,100%,4,Ipanema,Apartment,Entire home/apt,3,8,1,3,39,1.48,91,12
499,100%,22,Ipanema,Apartment,Entire home/apt,1,4,1,3,5,0.17,95,29
301,100%,10,Ipanema,Apartment,Entire home/apt,2,7,3,2,23,1.25,90,15
499,100%,5,Copacabana,Apartment,Entire home/apt,3,6,6,2,10,0.36,98,29
161,N/A,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,14,0.48,93,0
372,100%,1,Ipanema,Apartment,Entire home/apt,2.5,6,6,3,62,2.17,98,16
130,100%,10,Ipanema,Apartment,Entire home/apt,1,4,2,5,6,0.3,87,29
331,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,2,4,2,3,6,0.26,97,0
120,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,6,4,1,20,0.99,98,18
799,90%,4,Copacabana,Apartment,Entire home/apt,2.5,10,1,3,6,0.23,96,23
89,100%,3,Copacabana,Apartment,Private room,2,2,1,1,10,0.36,100,22
349,95%,14,Copacabana,Apartment,Entire home/apt,3,8,1,1,13,0.49,97,0
280,95%,14,Copacabana,Apartment,Entire home/apt,3,6,1,1,12,0.66,100,0
229,100%,1,Ipanema,Apartment,Entire home/apt,1,4,2,3,99,3.5,97,12
191,100%,2,Barra da Tijuca,Apartment,Entire home/apt,1,2,1,1,14,0.87,99,25
181,100%,2,Copacabana,Apartment,Entire home/apt,2,4,1,4,30,1.1,97,30
321,90%,1,Copacabana,Apartment,Entire home/apt,1,6,1,1,68,2.39,93,29
301,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,5,1,1,13,0.49,93,30
191,100%,2,Copacabana,Apartment,Entire home/apt,1,4,2,4,7,0.26,97,0
75,70%,1,Ipanema,Apartment,Private room,2,1,1,3,26,0.9,91,30
240,100%,18,Ipanema,Apartment,Entire home/apt,1.5,6,2,2,25,0.84,98,29
201,100%,1,Copacabana,Apartment,Entire home/apt,1,2,2,4,57,2.07,93,21
581,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,2.5,6,1,1,14,0.5,99,0
126,71%,1,Copacabana,Apartment,Entire home/apt,1,4,1,2,5,0.17,90,28
250,93%,12,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,1,61,2.26,92,30
154,100%,22,Copacabana,Apartment,Entire home/apt,1.5,6,2,2,9,0.33,93,29
126,100%,2,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,3,55,1.88,91,30
130,80%,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,10,0.36,98,30
68,100%,3,Ipanema,Apartment,Private room,1,2,1,2,57,1.99,93,5
393,100%,1,Ipanema,Apartment,Entire home/apt,2,5,5,3,76,2.73,98,17
68,100%,3,Ipanema,Apartment,Private room,1,2,1,2,29,1.18,94,4
201,100%,2,Copacabana,Apartment,Private room,1,2,1,1,13,0.57,98,23
96,80%,2,Copacabana,Apartment,Private room,2,3,2,3,40,1.4,97,29
140,88%,5,Copacabana,Apartment,Entire home/apt,1,3,2,2,12,0.43,93,28
171,N/A,1,Copacabana,Apartment,Entire home/apt,1,3,1,3,6,0.22,93,27
229,100%,1,Ipanema,Apartment,Entire home/apt,3,6,2,2,28,1.01,94,0
164,100%,13,Copacabana,Apartment,Entire home/apt,1,4,1,3,15,2.17,99,11
260,100%,3,Ipanema,Apartment,Entire home/apt,1,4,1,2,13,0.47,95,8
198,100%,2,Copacabana,Apartment,Entire home/apt,1,4,1,3,12,0.44,85,0
271,100%,4,Ipanema,Serviced apartment,Private room,3,2,1,3,5,0.18,100,1
266,N/A,1,Ipanema,Apartment,Private room,1,2,1,1,15,0.54,100,28
106,50%,2,Copacabana,Apartment,Private room,1,2,1,2,9,0.34,98,30
120,100%,2,Copacabana,Apartment,Entire home/apt,1.5,4,4,4,59,2.15,97,3
616,100%,1,Barra da Tijuca,Apartment,Entire home/apt,3,8,1,5,7,0.35,97,30
161,100%,2,Copacabana,Apartment,Entire home/apt,1,5,3,2,112,3.8,94,8
499,70%,4,Copacabana,Apartment,Entire home/apt,3.5,10,6,2,15,0.54,93,0
301,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,3,6,0.22,100,30
902,100%,1,Ipanema,Apartment,Entire home/apt,2,2,1,1,7,0.26,97,30
205,N/A,1,Copacabana,Apartment,Private room,1.5,2,1,2,6,0.23,100,30
389,100%,1,Ipanema,Apartment,Entire home/apt,1,4,2,3,9,0.32,98,29
290,N/A,3,Copacabana,Apartment,Entire home/apt,2,6,4,1,8,0.28,98,0
79,100%,2,Copacabana,Apartment,Private room,2,1,1,1,41,1.44,93,0
92,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,7,4,1,35,1.64,99,11
55,100%,2,Barra da Tijuca,Apartment,Shared room,1,1,1,2,9,0.44,100,12
649,29%,15,Ipanema,Apartment,Entire home/apt,2,5,3,3,12,0.43,93,29
106,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,2,41,2.98,87,11
348,100%,1,Copacabana,Apartment,Entire home/apt,1.5,5,4,2,18,0.79,99,23
199,N/A,1,Copacabana,Apartment,Entire home/apt,1,3,1,6,5,0.19,100,0
324,100%,1,Copacabana,Apartment,Entire home/apt,3,8,1,1,19,0.69,83,30
622,100%,31,Ipanema,Apartment,Entire home/apt,2.5,6,1,3,6,0.21,97,30
342,100%,2,Copacabana,Apartment,Entire home/apt,2,6,5,6,17,0.6,98,30
277,76%,7,Ipanema,Apartment,Entire home/apt,1,4,4,4,61,2.1,86,17
154,90%,1,Copacabana,Apartment,Entire home/apt,2,4,4,1,19,0.69,93,29
158,100%,4,Copacabana,Apartment,Entire home/apt,1,2,1,1,26,1.22,96,10
799,100%,1,Copacabana,Apartment,Entire home/apt,3,8,1,4,5,0.25,92,28
249,N/A,1,Copacabana,Apartment,Entire home/apt,2,6,1,3,7,0.26,80,30
161,100%,3,Copacabana,Apartment,Entire home/apt,1,2,1,1,5,0.18,96,27
89,100%,3,Copacabana,Apartment,Entire home/apt,1,3,2,4,19,0.69,98,0
229,100%,3,Ipanema,Apartment,Entire home/apt,1,5,3,2,34,1.23,94,0
130,67%,1,Copacabana,Apartment,Entire home/apt,1,2,1,2,8,0.3,100,1
130,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,65,2.35,96,7
301,100%,3,Copacabana,Serviced apartment,Entire home/apt,2,4,1,1,22,0.83,95,30
318,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,3,11,0.4,88,30
191,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,1,16,0.58,96,11
109,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,35,1.21,98,29
201,N/A,1,Copacabana,Apartment,Entire home/apt,1,3,2,2,14,0.52,97,0
161,N/A,2,Copacabana,Apartment,Entire home/apt,1,4,2,2,7,0.26,100,0
178,100%,1,Ipanema,Apartment,Entire home/apt,1,2,1,2,15,0.56,99,29
130,N/A,1,Copacabana,Apartment,Entire home/apt,1,2,1,7,10,0.36,96,0
167,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,1,60,2.06,98,30
161,95%,6,Barra da Tijuca,Serviced apartment,Entire home/apt,1,4,2,3,25,0.86,90,21
150,100%,1,Copacabana,Apartment,Entire home/apt,1,5,2,2,6,0.22,90,30
219,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,3,1,2,31,1.11,98,23
150,100%,1,Copacabana,Apartment,Private room,1,3,1,1,7,0.26,83,30
68,100%,4,Copacabana,Apartment,Entire home/apt,1,4,2,6,24,0.87,95,8
103,N/A,1,Ipanema,Apartment,Private room,1,4,1,2,7,0.25,93,0
137,100%,20,Copacabana,Apartment,Entire home/apt,1,3,2,4,9,0.34,93,29
143,60%,5,Copacabana,Apartment,Entire home/apt,1,4,2,3,12,0.67,95,30
130,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,2,63,2.27,97,26
260,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,4,4,5,11,0.41,87,27
171,N/A,1,Ipanema,Apartment,Entire home/apt,1,3,1,3,29,1.01,95,30
225,N/A,1,Copacabana,Apartment,Entire home/apt,1.5,2,1,1,5,0.18,90,0
437,100%,4,Ipanema,Apartment,Entire home/apt,5,9,8,4,34,1.7,99,5
174,100%,1,Copacabana,Apartment,Private room,1,2,1,2,44,2.16,98,0
201,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,4,8,0.29,88,29
85,100%,10,Copacabana,Apartment,Shared room,1.5,8,1,1,11,0.39,84,29
61,70%,2,Copacabana,Apartment,Private room,1,1,1,2,46,1.63,93,21
140,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,2,3,54,1.91,96,6
51,100%,2,Copacabana,Serviced apartment,Private room,1,1,1,1,15,0.57,93,22
201,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,2,59,2.15,94,18
75,90%,10,Copacabana,Apartment,Entire home/apt,1,3,2,2,9,0.32,73,21
349,N/A,1,Ipanema,Apartment,Entire home/apt,2,4,4,2,14,0.5,91,28
301,N/A,1,Copacabana,Apartment,Entire home/apt,2,6,6,3,12,0.43,90,0
219,90%,2,Copacabana,Apartment,Entire home/apt,1,4,1,2,17,0.69,99,26
297,90%,1,Ipanema,Apartment,Entire home/apt,2,6,4,2,32,1.16,99,22
219,100%,5,Copacabana,Apartment,Entire home/apt,1,4,1,3,9,0.33,89,20
68,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,1,2,1,90,8,0.37,88,0
109,94%,4,Barra da Tijuca,Serviced apartment,Entire home/apt,1,2,1,2,11,0.71,89,19
151,100%,2,Copacabana,Apartment,Entire home/apt,1,4,2,3,71,2.48,95,27
348,82%,54,Ipanema,Apartment,Entire home/apt,2,4,2,3,44,1.59,91,20
164,100%,2,Copacabana,Apartment,Private room,1,1,1,3,9,0.32,98,29
79,80%,3,Copacabana,Apartment,Private room,1,1,1,1,15,0.54,92,29
379,100%,5,Copacabana,Apartment,Entire home/apt,2,10,5,3,19,0.94,94,15
229,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,2,4,1,1,6,0.23,92,0
181,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,3,55,1.95,98,1
301,100%,2,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,3,5,0.24,100,0
171,100%,2,Copacabana,Apartment,Entire home/apt,1,4,2,3,42,1.46,98,29
349,N/A,1,Copacabana,Apartment,Entire home/apt,1,4,1,3,20,0.72,99,29
130,100%,1,Copacabana,Apartment,Entire home/apt,1,4,3,60,10,0.37,92,7
137,0%,1,Copacabana,Apartment,Entire home/apt,1,3,1,3,6,0.22,97,29
150,100%,1,Copacabana,Apartment,Entire home/apt,1,6,2,2,23,0.82,95,0
164,95%,14,Copacabana,Apartment,Private room,3,6,1,7,8,0.36,100,0
116,100%,1,Copacabana,Apartment,Entire home/apt,1,6,4,2,67,2.42,97,23
61,100%,3,Copacabana,Apartment,Private room,1,2,1,1,15,0.54,97,20
113,83%,1,Copacabana,Apartment,Entire home/apt,2,6,2,2,15,0.54,99,23
301,100%,1,Copacabana,Serviced apartment,Entire home/apt,2,9,1,2,18,0.66,97,0
280,100%,1,Copacabana,Apartment,Entire home/apt,1,2,2,4,7,0.25,84,27
410,100%,1,Ipanema,Apartment,Entire home/apt,2,4,1,1,23,0.83,97,29
301,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,1.5,4,2,1,50,1.97,94,0
137,100%,2,Copacabana,Apartment,Entire home/apt,1,3,2,2,119,4.18,99,5
150,100%,1,Barra da Tijuca,Apartment,Private room,1,2,1,1,15,2.21,100,19
280,100%,16,Barra da Tijuca,Apartment,Entire home/apt,2,5,4,5,6,0.29,100,30
85,100%,2,Copacabana,Apartment,Private room,1.5,1,1,2,15,0.57,97,29
92,100%,10,Copacabana,Apartment,Shared room,1.5,8,1,1,9,0.32,80,29
99,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,3,69,2.58,90,10
92,100%,10,Copacabana,Apartment,Shared room,1.5,6,1,1,12,0.43,78,30
147,100%,7,Copacabana,Apartment,Entire home/apt,1,4,2,5,56,2.02,99,20
109,100%,1,Ipanema,Apartment,Private room,1,2,1,3,22,0.81,94,30
120,100%,2,Copacabana,Apartment,Entire home/apt,1,4,1,2,6,1.11,97,13
133,100%,1,Copacabana,Apartment,Entire home/apt,1,4,1,4,45,1.79,99,15
301,N/A,2,Copacabana,Apartment,Entire home/apt,1,4,4,4,5,0.18,96,0
301,100%,14,Ipanema,Apartment,Entire home/apt,2,5,1,2,5,0.18,92,0
249,100%,2,Copacabana,Apartment,Entire home/apt,1,6,1,3,10,0.36,90,30
249,N/A,2,Copacabana,Apartment,Entire home/apt,1.5,5,4,2,10,0.36,98,0
120,100%,1,Copacabana,Apartment,Shared room,1,1,1,1,9,0.32,98,28
79,93%,1,Copacabana,Apartment,Private room,1,2,1,1,88,3.11,94,6
683,80%,2,Copacabana,Apartment,Entire home/apt,2.5,5,1,3,7,0.25,100,27
270,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,2,1,32,1.26,96,27
225,100%,6,Copacabana,Apartment,Entire home/apt,1,4,3,5,5,0.18,85,28
188,100%,2,Copacabana,Apartment,Entire home/apt,1,4,1,3,35,2.2,95,8
301,N/A,1,Ipanema,Apartment,Entire home/apt,2,4,1,2,20,0.72,99,20
290,80%,1,Copacabana,Apartment,Entire home/apt,2,6,4,2,19,0.7,87,0
428,75%,1,Ipanema,Apartment,Entire home/apt,2,5,1,1,13,0.47,92,29
229,80%,2,Ipanema,Apartment,Entire home/apt,2,5,4,3,7,0.35,97,29
116,100%,1,Copacabana,Apartment,Entire home/apt,1,3,2,1,13,0.47,85,29
171,100%,6,Copacabana,Apartment,Private room,1,2,2,1,24,0.87,96,21
301,100%,9,Copacabana,Apartment,Entire home/apt,3,6,4,3,14,0.51,89,28
329,80%,2,Copacabana,Apartment,Entire home/apt,3,5,1,3,26,1.09,100,23
154,100%,3,Ipanema,Apartment,Private room,1,3,2,1,12,0.45,95,30
499,63%,5,Ipanema,Apartment,Entire home/apt,1,4,4,2,6,0.23,100,29
178,100%,1,Copacabana,Apartment,Entire home/apt,1,4,4,3,57,2.05,99,27
243,96%,3,Copacabana,Apartment,Entire home/apt,1,4,4,1,6,0.22,87,30
239,100%,1,Copacabana,Apartment,Entire home/apt,1,4,2,3,31,1.26,97,18
126,100%,4,Copacabana,Apartment,Entire home/apt,2,4,4,4,42,1.58,98,5
150,100%,9,Copacabana,Serviced apartment,Entire home/apt,1,3,1,2,27,0.96,94,17
400,100%,1,Ipanema,Apartment,Entire home/apt,2,6,4,2,12,0.43,95,30
150,100%,9,Copacabana,Serviced apartment,Entire home/apt,1,4,1,3,9,0.32,96,15
239,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,4,2,41,1.6,89,0
222,100%,1,Ipanema,Apartment,Entire home/apt,3,5,4,4,36,1.33,97,13
150,88%,2,Barra da Tijuca,House,Entire home/apt,1,3,2,1,13,0.5,94,30
120,95%,14,Copacabana,Apartment,Private room,3,8,1,1,7,0.25,100,0
143,100%,1,Copacabana,Apartment,Entire home/apt,1,2,1,3,6,0.22,92,29
201,63%,8,Copacabana,Apartment,Entire home/apt,1.5,4,4,1,5,0.21,96,30
219,100%,2,Copacabana,Apartment,Entire home/apt,1.5,4,1,6,52,1.87,97,22
147,100%,6,Barra da Tijuca,House,Entire home/apt,1,2,1,1,9,0.89,93,21
89,100%,1,Copacabana,Apartment,Private room,1,3,1,3,7,0.25,91,30
256,N/A,1,Copacabana,Apartment,Entire home/apt,2,3,1,2,8,0.29,89,18
314,90%,4,Barra da Tijuca,Apartment,Entire home/apt,2,6,4,2,5,0.26,100,30
219,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,6,6,3,80,2.88,95,2
348,90%,9,Ipanema,Apartment,Entire home/apt,1,3,2,1,20,0.72,96,28
601,100%,1,Copacabana,Apartment,Entire home/apt,1.5,5,2,3,8,0.29,100,15
236,99%,20,Ipanema,Apartment,Entire home/apt,1,6,1,2,35,1.26,89,13
99,80%,2,Copacabana,Apartment,Private room,2,5,2,3,5,0.2,93,30
109,100%,1,Ipanema,Apartment,Entire home/apt,2,2,3,3,50,1.82,95,30
150,100%,2,Copacabana,Apartment,Entire home/apt,1,5,1,2,6,0.22,97,27
260,100%,13,Copacabana,Apartment,Entire home/apt,1,5,1,3,5,0.19,92,11
277,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,2,4,4,5,22,0.8,94,0
229,100%,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,4,2,11,0.4,96,30
181,100%,2,Copacabana,Apartment,Entire home/apt,1,4,4,2,46,1.67,99,28
980,100%,57,Copacabana,Apartment,Entire home/apt,3.5,12,1,3,6,0.24,80,26
164,100%,2,Copacabana,Apartment,Entire home/apt,1,3,2,4,63,2.4,98,16
120,100%,2,Copacabana,Apartment,Entire home/apt,1,2,2,3,23,0.84,96,29
109,100%,3,Copacabana,Apartment,Private room,1,1,1,1,5,0.19,100,0
120,100%,1,Copacabana,Apartment,Entire home/apt,2,4,2,3,51,1.87,99,10
205,100%,1,Ipanema,Apartment,Entire home/apt,1.5,4,1,2,11,0.4,82,30
92,100%,10,Copacabana,Apartment,Shared room,1.5,8,1,1,26,0.92,87,29
205,100%,2,Copacabana,Apartment,Entire home/apt,1,4,1,3,12,0.6,93,28
195,100%,2,Ipanema,Apartment,Entire home/apt,1.5,4,4,3,14,0.5,99,20
301,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,1,2,1,2,5,0.24,100,29
151,93%,13,Copacabana,Serviced apartment,Entire home/apt,1,4,2,2,57,2.06,83,19
89,93%,28,Copacabana,Apartment,Private room,1,4,2,4,65,2.35,89,30
225,100%,1,Copacabana,Apartment,Entire home/apt,1,3,3,2,19,0.68,96,30
229,96%,13,Copacabana,Apartment,Entire home/apt,1,4,3,3,20,1.03,97,30
171,100%,2,Copacabana,Apartment,Entire home/apt,1,4,1,3,35,1.27,96,5
89,100%,1,Barra da Tijuca,Apartment,Entire home/apt,2,6,1,1,8,0.3,85,30
201,60%,1,Copacabana,Apartment,Entire home/apt,2,4,1,3,26,0.94,94,29
410,100%,1,Copacabana,Apartment,Entire home/apt,3,10,6,2,32,1.62,96,9
174,100%,1,Copacabana,Apartment,Entire home/apt,2,3,2,3,46,1.65,100,14
260,90%,3,Copacabana,Apartment,Entire home/apt,3,6,4,2,26,0.94,99,19
198,100%,1,Copacabana,Apartment,Private room,1,4,4,2,9,0.32,93,28
150,100%,2,Barra da Tijuca,Apartment,Entire home/apt,1,3,1,4,17,0.96,100,18
184,90%,3,Copacabana,Apartment,Entire home/apt,1,5,3,2,7,0.26,94,0
249,N/A,1,Barra da Tijuca,Apartment,Entire home/apt,1,4,1,3,12,0.43,93,2
147,100%,2,Copacabana,Apartment,Entire home/apt,1,4,4,2,29,1.04,99,11
277,100%,8,Copacabana,Apartment,Entire home/apt,1,7,1,3,64,2.31,98,16
219,100%,2,Ipanema,Apartment,Entire home/apt,1,5,1,2,44,1.59,96,0
201,100%,2,Barra da Tijuca,Apartment,Entire home/apt,2,4,1,2,12,0.44,93,0
902,N/A,1,Copacabana,Apartment,Entire home/apt,2,8,1,1,7,0.34,97,30
256,33%,1,Copacabana,Apartment,Entire home/apt,2,5,5,2,8,0.29,97,29
290,N/A,2,Copacabana,Apartment,Entire home/apt,1,3,1,2,6,0.23,100,30
236,60%,2,Copacabana,Apartment,Entire home/apt,1.5,5,2,2,23,0.84,89,30
106,100%,2,Ipanema,Apartment,Private room,1.5,2,1,3,63,2.27,99,30
198,44%,3,Copacabana,Apartment,Entire home/apt,1.5,6,1,2,7,0.25,86,29
577,100%,2,Copacabana,Apartment,Entire home/apt,3,10,6,2,53,2.62,97,9
301,100%,2,Copacabana,Apartment,Entire home/apt,1.5,6,7,4,6,0.22,93,18
143,N/A,2,Copacabana,Apartment,Entire home/apt,1,2,1,2,9,0.34,89,28
229,100%,1,Copacabana,Apartment,Entire home/apt,2,6,1,7,11,0.6,100,28
283,100%,6,Ipanema,Apartment,Entire home/apt,1.5,7,2,1,129,4.76,97,23
120,N/A,3,Copacabana,Apartment,Private room,1,2,2,4,6,0.25,97,0
216,100%,3,Copacabana,Apartment,Entire home/apt,1.5,5,5,7,11,0.42,91,0
601,100%,2,Ipanema,Apartment,Entire home/apt,3,6,6,3,16,0.6,93,23
348,96%,13,Ipanema,Apartment,Entire home/apt,2,6,4,2,46,1.7,94,30
130,N/A,3,Copacabana,Apartment,Private room,1,2,2,3,21,0.79,97,0
400,67%,1,Copacabana,Apartment,Entire home/apt,3.5,11,4,3,21,0.78,95,9
253,100%,5,Copacabana,Apartment,Entire home/apt,1,5,5,2,18,0.9,98,25
150,76%,19,Copacabana,Apartment,Entire home/apt,1,4,1,3,18,0.67,96,4
181,N/A,1,Ipanema,Apartment,Entire home/apt,2,4,1,2,36,1.55,94,0
